file_number,category,doc_type,order_date,fsa,url,extraction_method,all_amounts_found,fee_amounts_found,primary_amount,amount_type,matched_context,notes
LTB-L-005555-26,L1,Order,2026-04-15,K9V,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xTMrCIAW/LTB-L-005555-26-L1- April 15 2026.pdf,text,"[2200.0, 72.33, 2200.0, 13200.0, 186.0, 2200.0, 82.09, 13.0, 72.33, 13117.91, 72.33]","[13200.0, 186.0, 2200.0]",13117.91,arrears,"t comply with paragraph 1 of this order, the Tenants shall pay to the  Landlord >>>$13,117.91<<<. This amount represents rent arrears owing up to February 28, 2026.  The intere",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-084990-25,L1,Order,2026-01-09,K1T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rc8EHIAY/LTB-L-084990-25 cert.pdf,text,"[1259.24, 41.4, 1259.24, 1274.0, 3964.54, 186.0, 4150.54, 3098.3, 41.4, 5238.54, 186.0, 1274.0, 4150.54, 4186.3, 186.0, 1274.0, 3098.3, 50000.0, 41.4]","[5238.54, 186.0, 4186.3, 186.0]",4150.54,arrears,"tion was filed  - $1,274.00  Total the Tenant must pay to continue the tenancy  >>>$4,150.54<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing To Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-001800-26,L1,Order,2026-03-20,L7C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000w6Kp6IAE/LTB-L-001800-26-HR.pdf,text,[],[],,,,no dollar amount found
LTB-L-107134-25,L1,ExParte Order,2026-03-12,M4J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vaOnwIAE/LTB-L-107134-25-VO.pdf,text,[1226.4],[],1226.4,other,"became enforceable.  2. The Tenant's total payment to the Landlord is at least >>>$1,226.40<<<, the amount required to  void order LTB-L-107134-25 if the payment was to be ma","no operative section found, or it had no dollar mentions at all; fell back to full-document search; single candidate amount, no strong keyword match"
LTB-L-104205-25,L1,Order,2026-02-25,N8X,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uYojhIAC/LTB-L-104205-25-HR.pdf,text,"[954.05, 31.37, 954.05, 4743.33, 186.0, 720.0, 20.03, 4743.33, 900.0, 900.0, 900.0, 900.0, 900.0, 243.33]",[],4743.33,arrears,"It is ordered that:  1. The Tenant shall pay to the Landlord >>>$4,743.33<<< for arrears of rent up to February 28,  2026, and costs.  2. The Tenant shall p",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-020289-26,L1,ExParte Order,2026-03-26,L8N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wWduVIAS/LTB-L-020289-26-EX Certified..pdf,ocr,[],[],,,,no dollar amount found
LTB-L-107144-25,L1,Order,2026-03-10,M9C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vAWp8IAG/LTB-L-107144-25-HR - March 10 2026.pdf,text,"[1534.0, 7670.0, 186.0, 7922.0, 200.0, 7922.0, 200.0, 122.0]",[],7922.0,arrears,"It is ordered that:  1. The Tenant shall pay to the Landlords >>>$7,922.00<<< for arrears of rent up to March  31, 2026, and costs.  2. The Tenant shall pay",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-019240-26,L1,Order,2026-05-29,M3N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010XyHxIAK/LTB-L-019240-26.pdf,text,"[2299.33, 3870.44, 308.37, 51.65, 2113.33, 186.0, 2299.33, 3684.44, 186.0, 3870.44, 1626.87, 186.0, 1492.39, 12.11, 308.37, 50000.0, 51.65]","[2113.33, 186.0, 2299.33, 3684.44, 186.0, 3870.44, 1626.87, 186.0, 1492.39]",3870.44,arrears,"May 31, 2026. See Schedule 1 for  the calculation of the amount owing.   OR  •  >>>$3 870.44<<< if the payment is made on or before June 21, 2026. See Schedule 1 for  the calc",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-000779-26,L1,Order,2026-03-20,M4Y,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000w4cVKIAY/LTB-L-000779-26-HR.pdf,text,"[2539.0, 83.47, 2539.0, 15170.53, 186.0, 2539.0, 10.96, 15356.53, 11603.09, 83.47, 15170.53, 186.0, 15356.53, 13967.05, 186.0, 2539.0, 10.96, 11603.09, 50000.0, 83.47]","[15170.53, 186.0, 15356.53, 13967.05, 186.0, 2539.0]",11603.09,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$11,603.09<<<.  This amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-006162-26,L1,Order,2026-04-08,L7N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wmsD2IAI/LTB-L-006162-26-HR.pdf,text,[],[],,,,no dollar amount found
LTB-L-005129-26,L1,ExParte Order,2026-02-27,N1R,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ulmydIAA/LTB-L-005129-26-EX-signed.pdf,ocr,[],[],,,,no dollar amount found
LTB-L-020153-25,L1,Order,2026-02-10,N5H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tako6IAA/LTB-L-020153-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-L-005858-26,L1,Order,2026-04-16,L3X,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xTO09IAG/LTB-L-005858-26-HR.pdf,text,"[2746.06, 68.64, 5380.54, 186.0, 2679.0, 9.09, 2878.45, 5449.18, 186.0, 68.64, 2679.0, 9.09, 2878.45]","[5449.18, 186.0]",2878.45,arrears,"e Tenant moved out of the rental unit.  2. The Tenant shall pay to the Landlord >>>$2,878.45<<<. This amount includes rent arrears owing  up to the date the Tenant moved out o",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-002581-26,L1,ExParte Order,2026-03-11,M3A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vPfOvIAK/LTB-L-002581-26-EX-signed.pdf,text,[],[],,,,no dollar amount found
LTB-L-084247-25,L1,Order,2026-01-22,L1Z,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sS8y4IAC/LTB-L-084247-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-L-006149-26,L1,Order,2026-04-01,N0M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wvj0gIAA/LTB-L-006149-26_Consent Order Certified.pdf,text,"[885.0, 1956.0, 654.0, 186.0, 840.0, 654.0, 186.0, 140.0, 200.0, 100.0, 200.0, 1.0, 100.0]","[840.0, 654.0, 186.0]",200.0,ambiguous-max,"Due  Amount of  Payment  a.    March 31, 2026  $140.00    b.    April 3, 2026  >>>$200.00<<<    c.    April 31, 2026  $100.00    d.    May 5, 2026  $200.00    e.    May 29,","found in operative 'It is ordered that' section; multiple candidate amounts, took max — manual review advised"
LTB-L-101068-25,L1,ExParte Order,2026-02-12,L8L,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tucxRIAQ/LTB-L-101068-25-EX-signed.pdf,text,[],[],,,,no dollar amount found
LTB-L-021109-26,L1,Order,2026-05-22,M9V,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zxLVBIA2/LTB-L-021109-26-HR - May 22 2026.pdf,text,"[1435.0, 47.18, 1435.0, 7175.0, 2870.0, 186.0, 1300.0, 116.65, 3056.0, 4491.0, 790.11, 47.18, 10045.0, 186.0, 7175.0, 3056.0, 11480.0, 186.0, 7175.0, 4491.0, 9195.76, 186.0, 7175.0, 1300.0, 116.65, 790.11, 50000.0, 47.18]","[10045.0, 186.0, 11480.0, 186.0, 9195.76, 186.0]",4491.0,arrears,"May 31, 2026. See Schedule 1 for  the calculation of the amount owing.   OR  •  >>>$4,491.00<<< if the payment is made on or before June 2, 2026. See Schedule 1 for  the calcu",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-059483-25,L1,Order,2026-01-20,M3N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sOf4ZIAS/LTB-L-059483-25-HR.pdf,text,"[2200.0, 72.33, 2200.0, 3000.0, 2300.0, 2300.0, 16000.0, 1276.62, 506.31, 101.26, 4701.45, 1175.36, 16923.38, 19123.38, 12668.04, 72.33, 23500.0, 3000.0, 1276.62, 2300.0, 16923.38, 25700.0, 3000.0, 1276.62, 2300.0, 19123.38, 19244.66, 3000.0, 1276.62, 2300.0, 12668.04, 50000.0, 72.33]",[],25700.0,arrears,"ayment is made on or before February 28, 2026  Rent Owing To February 28, 2026  >>>$25,700.00<<<  Less the amount the Tenant paid to the Landlord since the  application was fil",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-098724-25,L1,Order,2026-02-10,L2R,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000te3ysIAA/LTB-L-098724-25~CONSENT ORDER MEDIATED~FEBRUARY 10.pdf,text,"[992.53, 267.66, 189.55]",[],992.53,arrears,"it is ordered that:    1. The Tenant shall pay to the Landlord >>>$992.53<<< for arrears of rent up to February 28,  2026, and costs.     2. The Tenant shal",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-018456-26,L1,ExParte Order,2026-05-04,M3N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000z2UwcIAE/LTB-L-018456-26 -EX signed.pdf,text,[],[],,,,no dollar amount found
LTB-L-103078-25,L1,ExParte Order,2026-02-12,M1T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tw4lHIAQ/LTB-L-103078-25-EX-signed.pdf,ocr,[],[],,,,no dollar amount found
LTB-L-011220-26,L1,Order,2026-04-17,M9W,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xzGPGIA2/LTB-L-011220-26 C-HR.pdf,text,"[6317.28, 500.0, 317.28]",[],6317.28,arrears,"it is ordered that:  1. The Tenants shall pay to the Landlord >>>$6,317.28<<< for arrears of rent up to April 30,  2026, and costs.  2. The Tenants shall pay",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-105773-25,L1,Order,2026-03-17,L5N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vexWtIAI/LTB-L-105773-25 -HR.pdf,text,"[2665.0, 87.62, 2665.0, 10660.0, 186.0, 2600.0, 78.76, 10846.0, 5677.48, 87.62, 10660.0, 186.0, 10846.0, 8170.24, 186.0, 2600.0, 78.76, 5677.48, 50000.0, 87.62]","[10660.0, 186.0, 10846.0, 8170.24, 186.0, 2600.0]",5677.48,arrears,"5. If the Tenants do not void the order, the Tenants shall pay to the Landlords >>>$5,677.48<<<.  This amount includes rent arrears owing to the date of the hearing and the co",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-106196-25,L1,Order,2026-03-04,L6P,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uyoBVIAY/LTB-L-106196-25.pdf,text,"[9936.0, 186.0, 5000.0, 500.0, 436.0]",[186.0],9936.0,arrears,"it is ordered that:    1. The Tenants shall pay to the Landlord >>>$9 936.00<<<, representing the rent arrears up to and  including March 14, 2026 and the $186",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-097550-25,L1,Order,2026-02-13,M6L,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tynr3IAA/LTB-L-097550-25_L1_CONSENT payment.pdf,text,"[8393.5, 8207.5, 186.0, 532.0, 532.0, 2000.0, 532.0, 541.5]",[186.0],8393.5,arrears,"It is ordered on consent that:  1. The Tenant shall pay to the Landlord >>>$8,393.50<<<. This amount represents $8,207.50 for  arrears of rent up to February 28, 2026,",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-021863-26,L1,Order,2026-05-05,L1R,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yyXOMIA2/LTB-L-021863-26.pdf,text,"[1335.0, 4840.0, 186.0, 5026.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 526.0]",[],1335.0,stated_total,"right to a hearing on this application.  Agreed Facts:  1) The current rent is >>>$1,335.00<<<. It is due on the 1st day of each month.  2) The rent arrears owing to April 30","no operative section found, or it had no dollar mentions at all; fell back to full-document search; explicit stated-total phrasing (""...is \$X"")"
LTB-L-097576-25,L1,Order,2026-02-18,L2H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000trJjGIAU/LTB-L-097576-25-HR.pdf,text,"[2450.0, 80.55, 2450.0, 6200.0, 4850.0, 186.0, 4500.0, 21.23, 5036.0, 7486.0, 1210.28, 80.55, 11050.0, 186.0, 6200.0, 5036.0, 13500.0, 186.0, 6200.0, 7486.0, 9324.95, 186.0, 6200.0, 4500.0, 21.23, 50000.0, 80.55]","[1210.28, 11050.0, 186.0, 13500.0, 186.0, 9324.95, 186.0]",7486.0,arrears,"ary 28, 2026. See Schedule 1  for the calculation of the amount owing.   OR  •  >>>$7,486.00<<< if the payment is made on or before March 1, 2026. See Schedule 1 for  the calc",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-092119-25,L1,Order,2026-01-30,L3X,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sk3dOIAQ/LTB-L-092119-25-HR - signed.pdf,text,"[2994.28, 98.44, 2994.28, 14366.09, 20.0, 0.0, 186.0, 2850.0, 276.55, 14572.09, 17566.37, 10223.18, 98.44, 14366.09, 186.0, 20.0, 14572.09, 17360.37, 186.0, 20.0, 17566.37, 13143.73, 186.0, 20.0, 2850.0, 276.55, 10223.18, 50000.0, 98.44]","[14366.09, 186.0, 20.0, 17360.37, 186.0, 20.0, 13143.73, 186.0, 20.0]",17566.37,arrears,"uary 3, 2026. See Schedule 1  for the calculation of the amount owing.   OR  •  >>>$17,566.37<<< if the payment is made on or before February 10, 2026. See Schedule 1  for the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-016526-26,L1,Order,2026-05-06,M9A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zElDfIAK/LTB-L-016526-26-HR.pdf,text,"[2580.0, 84.82, 2580.0, 6500.0, 1240.0, 186.0, 2577.65, 22.39, 75.0, 4006.0, 1174.04, 84.82, 10320.0, 186.0, 6500.0, 4006.0, 7740.0, 186.0, 6500.0, 2577.65, 22.39, 50000.0, 84.82]","[1174.04, 10320.0, 186.0, 7740.0, 186.0]",4006.0,arrears,"tion was filed  - $6,500.00  Total the Tenant must pay to continue the tenancy  >>>$4,006.00<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing to Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008292-26,L1,Order,2026-03-30,L9M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wj1jNIAQ/LTB-L-008292-26-HR - March 30 2026.pdf,text,"[850.5, 27.96, 850.5, 950.0, 1939.5, 186.0, 2125.5, 2976.0, 1974.0, 27.96, 2889.5, 186.0, 950.0, 2125.5, 3740.0, 186.0, 950.0, 2976.0, 2738.0, 186.0, 950.0, 1974.0, 50000.0, 27.96]","[2889.5, 186.0, 3740.0, 186.0, 2738.0, 186.0]",2976.0,arrears,"rch 31, 2026. See Schedule 1 for  the calculation of the amount owing.   OR  •  >>>$2,976.00<<< if the payment is made on or before April 10, 2026. See Schedule 1 for  the cal",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008495-26,L1,Order,2026-04-22,M9R,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yEQrKIAW/LTB-L-008495-26-HR.pdf,text,"[1626.3, 53.47, 1626.3, 1626.3, 6505.2, 186.0, 1626.3, 9.73, 6691.2, 8317.5, 4177.45, 53.47, 8131.5, 186.0, 1626.3, 6691.2, 9757.8, 186.0, 1626.3, 8317.5, 7253.78, 186.0, 1626.3, 1626.3, 9.73, 4177.45, 50000.0, 53.47]","[8131.5, 186.0, 9757.8, 186.0, 7253.78, 186.0]",8317.5,arrears,"ril 30, 2026. See Schedule 1 for  the calculation of the amount owing.   OR  •  >>>$8,317.50<<< if the payment is made on or before May 3, 2026. See Schedule 1 for the  calcul",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094032-25,L1,ExParte Order,2026-01-14,M3C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sCC6LIAW/LTB-L-094032-25-EX-signed.pdf,ocr,[],[],,,,no dollar amount found
LTB-L-086667-25,L1,Order,2026-01-12,M6H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rtS8VIAU/ltb-l-086667-25.pdf,text,[2000.0],[],2000.0,arrears,"fter January 14, 2026.  4.  On or before, January 13, 2026, the Tenant will pay >>>$2,000.00<<< representing all  arrears to January 13, 2026.  5.  In the event that the Tenan",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093579-25,L1,Order,2026-01-30,M3A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sk9KZIAY/LTB-L-093579-25-HR.pdf,text,"[0.0, 186.0, 185.6, 185.6]",[185.6],185.6,arrears,"that:  1. On or before February 20, 2026, the Tenants shall pay to the Landlord >>>$185.60<<<.          File Number: LTB-L-093579-25      Order Page 2 of 2       2. If the T",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-092533-25,L1,ExParte Order,2026-01-12,M9V,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rwUP7IAM/LTB-L-092533-25-EX-signed.pdf,text,[],[],,,,no dollar amount found
LTB-L-097092-25,L1,Order,2026-02-18,M6K,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000u0bXKIAY/LTB-L-097092-25.pdf,text,"[1198.61, 3195.0, 2052.04, 186.0, 2238.04]",[],3195.0,arrears,"nuary 1, 2026. It is due on the 1st day of  each month.  3) The Tenant has paid >>>$3,195.00<<< to the Landlord since the application was filed.  4) The rent arrears owing to","no operative section found, or it had no dollar mentions at all; fell back to full-document search; matched expected keyword for category"
LTB-L-004683-26,L1,ExParte Order,2026-03-20,L4X,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000w8PpRIAU/LTB-L-004683-26-EX Certified.pdf,text,[],[],,,,no dollar amount found
LTB-L-008597-26,L1,Order,2026-04-16,M6G,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000y2iLvIAI/LTB-L-008597-26-HR.pdf,text,[],[],,,,no dollar amount found
LTB-L-005281-26,L1,Order,2026-03-30,L1K,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wbr2MIAQ/LTB-L-005281-26-HR - March 30 2026 cert.pdf,text,[],[],,,,no dollar amount found
LTB-L-091637-25,L1,Order,2026-01-22,K1L,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sQmBeIAK/LTB-L-091637-25.pdf,text,"[1545.0, 50.79, 1545.0, 1500.0, 4730.79, 186.0, 1545.0, 53.47, 4916.79, 6461.79, 2484.38, 50.79, 6230.79, 186.0, 1500.0, 4916.79, 7775.79, 186.0, 1500.0, 6461.79, 5396.85, 186.0, 1500.0, 1545.0, 53.47, 2484.38, 50000.0, 50.79]","[6230.79, 186.0, 7775.79, 186.0, 5396.85, 186.0]",6461.79,arrears,"ary 31, 2026. See Schedule 1  for the calculation of the amount owing.   OR  •  >>>$6,461.79<<< if the payment is made on or before February 2, 2026. See Schedule 1  for the c",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-085097-25,L1,Order,2026-01-29,N1R,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sxe7EIAQ/LTB-L-085097-25-HR.pdf,text,"[2074.97, 2195.78, 4270.75, 2074.97, 6345.72, 186.0, 2090.0, 47.81, 4393.91, 6345.72, 186.0, 2090.0, 47.81, 4393.91]","[6345.72, 186.0, 2090.0]",4393.91,arrears,"e Tenant moved out of the rental unit.  2. The Tenant shall pay to the Landlord >>>$4,393.91<<<. This amount includes rent arrears owing  up to the date the Tenant moved out o",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009404-26,L1,Order,2026-05-05,L5N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yzVpAIAU/LTB-L-009404-26-HR.pdf,text,"[3000.0, 98.63, 3000.0, 15000.0, 186.0, 3000.0, 35.9, 18186.0, 11418.59, 98.63, 18000.0, 186.0, 18186.0, 14268.49, 186.0, 3000.0, 35.9, 11418.59, 50000.0, 98.63]","[18000.0, 186.0, 18186.0, 14268.49, 186.0, 3000.0]",11418.59,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$11,418.59<<<.  This amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-022645-26,L1,Order,2026-05-27,P1B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010NnzOIAS/LTB-L-022645-26-HR.pdf,text,[],[],,,,no dollar amount found
LTB-L-016613-26,L1,Order,2026-05-26,L6Y,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010NNkzIAG/LTB-L-016613-26-HR.pdf,text,[],[],,,,no dollar amount found
LTB-L-016499-26,L1,Order,2026-05-08,M4Y,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zH6CNIA0/LTB-L-016499-26.pdf,text,"[1988.9, 65.39, 1988.9, 46412.99, 186.0, 1825.0, 175.05, 46598.99, 42871.6, 65.39, 46412.99, 186.0, 46598.99, 44685.65, 186.0, 1825.0, 175.05, 42871.6, 50000.0, 65.39]","[46412.99, 186.0, 46598.99, 44685.65, 186.0, 1825.0]",42871.6,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$42,871.60<<<.  This amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-102869-25,L1,Order,2026-02-20,L8P,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000u5e7rIAA/LTB-L-102869-25.pdf,text,[],[],,,,no dollar amount found
LTB-L-095395-25,L1,Order,2026-01-28,M2K,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000swjNdIAI/LTB-L-095395-25_L1_January-28-2026.pdf,text,"[2020.0, 20386.0, 20200.0, 186.0, 1700.0, 1700.0, 1700.0, 1700.0, 1700.0, 1700.0, 1700.0, 1700.0, 1700.0, 1700.0, 1700.0, 1686.0]","[20386.0, 20200.0, 186.0]",1700.0,ambiguous-max,"g schedule:             Date Payment Due  Amount of Payment  February 10, 2026  >>>$1,700.00<<<     File Number: LTB-L-095395-25      Order Page 2 of 2       March 10, 2026  $","found in operative 'It is ordered that' section; multiple candidate amounts, took max — manual review advised"
LTB-L-011833-26,L1,Order,2026-05-05,L1G,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yy9pGIAQ/LTB-L-011833-26-HR.pdf,text,[],[],,,,no dollar amount found
LTB-L-093468-25,L1,Order,2026-01-29,P3C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000svmP2IAI/LTB-L-093468-25-HR -Extended standard order.pdf,text,"[1100.0, 36.16, 1100.0, 5298.0, 186.0, 1100.0, 101.23, 5484.0, 6584.0, 2280.29, 36.16, 5298.0, 186.0, 5484.0, 6398.0, 186.0, 6584.0, 4993.52, 186.0, 1100.0, 101.23, 3978.29, 50000.0, 36.16]","[5298.0, 186.0, 5484.0, 6398.0, 186.0, 6584.0, 4993.52, 186.0, 1100.0]",6584.0,arrears,"ary 31, 2026. See Schedule 1  for the calculation of the amount owing.   OR  •  >>>$6,584.00<<< if the payment is made on or before February 28, 2026. See Schedule 1  for the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-015822-26,L1,Order,2026-05-11,M1T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zQkQhIAK/LTB-L-015822-26-HR - May 11 2026.pdf,text,"[3100.0, 101.92, 3100.0, 50.0, 15450.0, 186.0, 18736.0, 15287.84, 101.92, 18600.0, 186.0, 50.0, 18736.0, 15151.84, 186.0, 50.0, 15287.84, 50000.0, 101.92]","[18600.0, 186.0, 15151.84, 186.0]",18736.0,arrears,"ication was filed  - $50.00  Total the Tenant must pay to continue the tenancy  >>>$18,736.00<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing To Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-059570-25,L1,Amended Order,2026-02-06,L6X,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tOmiuIAC/LTB-L-059570-25-AM.pdf,text,"[1700.0, 55.89, 1700.0, 17000.0, 186.0, 1200.0, 20586.0, 16603.8, 55.89, 20400.0, 186.0, 20586.0, 16417.8, 186.0, 16603.8, 50000.0, 55.89]","[20400.0, 186.0, 20586.0, 16417.8]",16603.8,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$16,603.80<<<.  This amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-096676-25,L1,Order,2026-02-04,L1J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000t9xkNIAQ/LTB-L-096676-25-HR - February 4 2026.pdf,text,"[1800.0, 59.18, 1800.0, 5150.0, 186.0, 1800.0, 20.3, 7136.0, 3372.74, 59.18, 6950.0, 186.0, 7136.0, 5007.04, 186.0, 1800.0, 20.3, 3372.74, 50000.0, 59.18]","[6950.0, 186.0, 7136.0, 5007.04, 186.0, 1800.0]",3372.74,arrears,". If the Tenants does not void the order, the Tenants shall pay to the Landlord >>>$3,372.74<<<.  This amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-022830-26,L1,Order,2026-05-29,N1H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010i5gMIAQ/LTB-L-022830-26-HR_Certified.pdf,text,"[916.0, 30.12, 916.0, 2939.0, 725.0, 186.0, 911.0, 1827.0, 627.52, 30.12, 3664.0, 186.0, 2939.0, 911.0, 4580.0, 186.0, 2939.0, 1827.0, 3380.52, 186.0, 2939.0, 627.52, 50000.0, 30.12]","[3664.0, 186.0, 4580.0, 186.0, 3380.52, 186.0]",1827.0,arrears,"May 31, 2026. See Schedule 1 for the  calculation of the amount owing.   OR  •  >>>$1,827.00<<< if the payment is made on or before June 30, 2026. See Schedule 1 for  the calc",found in operative 'It is ordered that' section; matched expected keyword for category
